"DISE id","School Name","Management","Medium of Instruction","Category","Sex","Cluster","Block","District","School Type","Assembly","Parliament","Pincode","Address","Landmark","Bus Number","Coordinates","BEO Name","BEO Contact","BEO Mobile","BEO Email","DDPI Name","DDPI Juristiction","DDPI Contact 1","DDPI Contact 2","DDPI Mobile","DDPI Email"
"35967","G LPS HARALURU","ed","kannada","Lower Primary","co-ed","jadigenahalli","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Haraluru Kolathuru Post Hosakote Taluk Bangalore Rural","Venugopala Swamy Temple","Haraluru 380c","POINT(77.8380361 13.0656581)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35966","G HPS JADIGENAHALLI","ed","kannada","Upper Primary","co-ed","jadigenahalli","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Jadigenahalli (post) Hosakote Taluk Bangalore Rural","Nada Khacheri Buildings","Jadigenahalli Ksrtc","POINT(77.8544653 13.0522534)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35965","G LPS BELAMANGALA","ed","kannada","Lower Primary","co-ed","jadigenahalli","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Belamangala Jadigenahalli Post Hosakote Taluk Bangalore Rural","Karagalamma Temple","Belamangala Ksrtc","POINT(77.8649632 13.0510109)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35958","G HPS SOLURU","ed","kannada","Upper Primary","co-ed","jadigenahalli","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Soluru Kolathuru Post Hosakote Taluk Bangalore Rural","Milk Dairy","Soluru 380c","POINT(77.8433306 13.0716703)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35945","G LPS DABBAGUNTAHALLI","ed","kannada","Lower Primary","co-ed","mugbala","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Dabbaguntahalli Daddanallala Post Hosakote Taluk Bangalore Rural","Out Of Village","Mylapura (kolar Road) Ksrtc","POINT(77.888694 13.119108)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35944","G HPS CHIKKANALLALA","ed","kannada","Upper Primary","co-ed","doddanallala","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Chikkanallala Dodanallala Post Hosakote Taluk Bangalore Rural","Near Temple","Chikkanallala Ksrtc","POINT(77.8957626 13.0977101)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35942","G LPS PUJARAMANAHALLI","ed","kannada","Lower Primary","co-ed","thavarekere","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Pujaramanahalli Tavarekere Post Hosakote Taluk Bangalore Rural","Gangamma Temple","Chikkanahalli (kolar Road) Ksrtc","POINT(77.902716 13.120585)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35939","G HPS HETTAKKI","ed","kannada","Upper Primary","co-ed","thavarekere","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Hettakki Thavarekere Post Hosakote Taluk Bangalore Rural","Basava Temple","Hettakki (shivanapura Cross) Ksrtc","POINT(77.9333168 13.1538801)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35938","G LPS BEERAHALLI","ed","kannada","Lower Primary","co-ed","thavarekere","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Beeranahalli Bn Pura Post Hosakote Taluk Bangalore Rural","Anganawadi","Beeranahalli (hettaki Shivanapura Road) Ksrtc","POINT(77.9159607 13.1575474)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35934","G LPS MANCHAPPANAHALLI","ed","kannada","Lower Primary","co-ed","thavarekere","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Manchappanahalli Thavarekere Post Hosakote Taluk Bangalore Rural","Venugopal Swamy Temple","Thavarekere (kolar Road) Ksrtc","POINT(77.9240124 13.1225883)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35933","G LPS CB COLONY","ed","kannada","Lower Primary","co-ed","thavarekere","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Cb Colony","Petrol Bunk","Chikkanahalli Gate(kolar Road) Ksrtc","POINT(77.9071158 13.1272656)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35932","G ULPS YELACHAHALLI","ed","kannada","Lower Primary","co-ed","thavarekere","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Yelachahalli Thavarekere Post Hosakote Taluk Bangalore Rural","Gangamma Temple","Chikkanahalli Gate( Kolar Road) Ksrtc","POINT(77.9135249 13.1299973)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35928","G HPS THARABAHALLI","ed","kannada","Upper Primary","co-ed","nelavagilu","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Tharabahalli Hindanala Post Hosakote Taluk Bangalore Rural","Ganeaha Temple","Tharabahalli Gate (chinthamani  Road) Ksrtc","POINT(77.9210199 13.2351923)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35926","G LPS AGASARAHALLI","ed","kannada","Lower Primary","co-ed","bilanarasapura","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Agasarahalli (p) Hosakote Taluk Bangalore Rural","Water Tank","Agasarahalli  (ksrtc)","POINT(77.9410678 13.1517507)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35925","G LPS GUNDRAHALLI","ed","kannada","Lower Primary","co-ed","bilanarasapura","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Gundrahalli Korati Post Hosakote Taluk Bangalore Rural","Venu Gopala Swamy","Hedakanahalli (ksrtc)","POINT(77.9542946 13.1673732)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35922","G HPS HEDAKANAHALLI","ed","kannada","Upper Primary","co-ed","bilanarasapura","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Hedakanahalli (korati Post) Hosakote Taluk Bangalore Rural","Ganesha Temple","Hedakanahalli ( Ksrtc)","POINT(77.94802 13.179658)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35914","G ULPS K.SHETTYHALLI","ed","urdu","Lower Primary","co-ed","nelavagilu","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","K Shetty Halli Nandagudi Post Hosakote Taluk Bangalore Rural","Masjid","K Shetty Halli  (ksrtc)","POINT(77.9392848 13.2087971)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35913","G HPS SIDDANAHALLI","ed","urdu","Upper Primary","co-ed","nelavagilu","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Siddanahalli Nelagilu Post Hosakote Taluk Bangalore Rural","Masjid","Nandagudi ( Ksrtc)","POINT(77.929102 13.2099609)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35912","G HPS NELAVAGILU","ed","kannada","Upper Primary","co-ed","nelavagilu","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Nelavagilu (p) Hosakote Taluk Bangalore Rural","Someshwara Temple","Nelavagilu (hindupura Main Road) Ksrtc","POINT(77.9359427 13.22043)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35911","G LPS YETHONODEYANAPURA","ed","kannada","Lower Primary","co-ed","nelavagilu","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Yethonodeyanapura Nelavagilu Post Hosakote Taluk Bangalore Rural","Anjaneya Temple","Yethonodeyanapura(nelagilu Road) Ksrtc","POINT(77.945831 13.222711)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35906","G LPS LAKSHMIPURA","ed","kannada","Lower Primary","co-ed","nelavagilu","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Lakshmipura Hindiganala Post Hosakote Taluk Bangalore Rural","Hunase Mara","Lakshmipura (chinthani Road) Ksrtc","POINT(77.9273036 13.2371181)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35892","G LPS SONNEBACHANAHALLI","ed","kannada","Lower Primary","co-ed","beguru","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Opposite To Temple, Sonnebachanahalli","Mill Dairy","Sonnebacanahalli","POINT(77.8479554 13.1463521)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35885","G LPS M.SATHYAVARA","ed","kannada","Lower Primary","co-ed","beguru","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","Psno:70, M.satyavare","Water Tank","M.satyavare","POINT(77.7985234 13.1439998)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35884","GKLPS SADAPPANAHALLI","ed","kannada","Lower Primary","co-ed","sulibele","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Sadappanahalli Sulibele Post Hosakote Taluk Bangalore Rural","Aswath Katte","Sadappanahalli Bus No 298& 12f1(aulibele Road)","POINT(77.7960198 13.1609954)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35882","GKHPS ATTIBELE","ed","kannada","Upper Primary","co-ed","sulibele","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Attibele Sulibele Post Bangalore Rural","Thirumala Temple","Attibele 298& 12f1(sulibele Road)","POINT(77.794031 13.1697412)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35881","GKLPS VALAGEREPURA","ed","kannada","Lower Primary","co-ed","sulibele","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Valagerepura Sulibele Post Hosakote Taluk Bangalore Rural","Anjaneya Temple","Kurubarahatti Bus Stop Bus No 298&12f1","POINT(77.8005681 13.1748112)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35879","GKHPS GIDDAPPANAHALLI","ed","kannada","Upper Primary","co-ed","sulibele","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Giddappanahalli Sulibele Post Hosakote Taluk Bangalore Rural","Anganawadi","Giddapanahalli Bus No ( Ksrtc)","POINT(77.8130054 13.174968)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35878","G LPS BETTAHALLI","ed","kannada","Lower Primary","co-ed","t agrahara","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","Bettahalli Sulibele Post Hosakote Taluk Bangalore Rural","Milk Dairy","Bettahalli (ksrtc)","POINT(77.8200152 13.1828245)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"35915","G HPS KARAHALLI","ed","kannada","Upper Primary","co-ed","bilanarasapura","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","","","","POINT(77.9518243333333 13.2113623333333)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"36070","GHPS ITTASANDRA","ed","kannada","Upper Primary","co-ed","bendiganahalli","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562122","","","","POINT(77.8835226666667 13.2197386666667)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"36002","G LPS BANARAHALLI","ed","kannada","Lower Primary","co-ed","devanagundi","hosakote","bangalore rural","primary","Hosakote","Chikkballapur","562114","","","","POINT(77.862576 12.9570176666667)","Bylanjanappa","080-7931311","9480695014","beo-hsk.edu.karbng@kar.nic.in","Sheshashayana K","DDPI, Bangalore Rural","P : 080-22215881","F : 080-22249509","9448999325","ddpi-r.edu.karbng@nic.in"
"32465","GKHPS BHOVIPALYA","ed","kannada","Lower Primary","co-ed","krishnanandanagara","north-1","bangalore u north","primary","Mahalakshmi Layout","Bangalore North","560086","2nd Main Road, 2nd Cross, Mahalakshmipuram, Bhovipalya","Near Ganesha Temple & Behind Anjaneya Swamy Temple","77 E, 80","POINT(77.54766 13.00602)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32469","GKLPS ASHOKPURAM SLUM","ed","kannada","Lower Primary","co-ed","krishnanandanagara","north-1","bangalore u north","primary","Mahalakshmi Layout","Bangalore North","560022","Gajanana 2nd, Yeshwanthpuram Post, Yeshwanthpuram Hobli, Bangalore, Ashokpuram Slum","Beside S.V.T.Ing Factory","T.12, 258, 259, 260","POINT(77.54638 13.01973)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32766","GKLPS VADDARAHALLI","ed","kannada","Lower Primary","co-ed","machohalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Kadaba Gere Post, Dasanpura Hobli, Vadara Halli","Near Vadara Halli Bus Stop","245Q, 245D","POINT(77.44664 13.01487)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32760","GKLPS GARUDACHARPALYA","ed","kannada","Lower Primary","co-ed","machohalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Kadabagere Post, Dasanpura Hobli, Garudachar Palya","Near Garudachar Palya Bus Stop","242 N","POINT(77.42904 12.98509)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32749","GKHPS KADABAGERE","ed","kannada","Upper Primary","co-ed","machohalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Kadaba Gere Post, Dasanpura Hobli, Kadaba Gere","Near Kadaba Gere Bus Stop","245C, 245K, 245R","POINT(77.43325 12.99732)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32756","GKLPS BAIYANDANAHALLI","ed","kannada","Lower Primary","co-ed","machohalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Kadaba Gere Post, Dasanpura Hobli, Baiyandana Halli","Near Baiyandana Halli Bus Stop","245H, 245Q","POINT(77.44247 13.00595)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32752","GKHPS MACHOHALLI","ed","kannada","Upper Primary","co-ed","machohalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Bapa Village Post, Dasanpura Hobli, Machohalli","Opposite Machohalli Bus Stop","240, 240 A, 240 B, 240 D, 240 E","POINT(77.45322 13.00611)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32750","GKHPS KG LAKKENAHALLI","ed","kannada","Upper Primary","co-ed","machohalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Laxmipura Post, Dasanpura Hobli, K.G.Lakenahalli","","","POINT(77.4599 13.01737)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32657","GKLPS RAJAGOPAL NAGARA","ed","kannada","Lower Primary","co-ed","laggere","north-1","bangalore u north","primary","Rajarajeshwarinagar","Bangalore Rural","560086","Sampige Road, Basappa Ashwath Katte, 7th Cross, Peenya 2nd Stage, Rajagopal Nagar","Near Laggere Bus Stop","251, 252","POINT(77.51402 13.01151)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33299","GKHPS COOLI NAGARA","ed","kannada","Upper Primary","co-ed","peenya","north-1","bangalore u north","primary","Mahalakshmi Layout","Bangalore North","560058","Nandini Layout Post, Kuli Nagar","Behind Nandini Layout Bus Stop","501, 401, 500","POINT(77.52929 13.01381)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32830","GULPS INDIRA NAGARA COLONY","ed","urdu","Lower Primary","co-ed","shivanagara","north-1","bangalore u north","primary","Rajaji Nagar","Bangalore Central","560079","8th Cross, Thimmaiah Road, Rajaji Nagar, Indira Nagar","Behind Masjid","80 A, 80 E, 86","POINT(77.54418 12.99595)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32565","GKLPS MAHATHMAGANDINAGAR","ed","kannada","Lower Primary","co-ed","kurubarahalli","north-1","bangalore u north","primary","Mahalakshmi Layout","Bangalore North","560079","Shankara Mutt Circle, WOC Road, 2nd Stage, N-1, Kurubarahalli","Near Shankar Mutt Temple","0","POINT(77.54055 13.00018)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33309","GUHPS SONDEKOPPA","ed","urdu","Upper Primary","co-ed","sondekoppa","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Sondekoppa Post, Dasanpura Hobli, Bangalore North 1, Sondekoppa","Behind Sondekoppa Bus Stop","377, 374, 245","POINT(77.3842 13.02081)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32653","GKHPS RAJIV GANDHI NAGARA","ed","kannada","Model Primary","co-ed","laggere","north-1","bangalore u north","primary","Rajarajeshwarinagar","Bangalore Rural","560086","N-1, Peenya Post, Laggere, Rajiv Gandhi Nagar","Next Sri Bhavani Provision Store","","POINT(77.52391 13.0042)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33302","GKHPS HULLEGOWDANAHALLI","ed","kannada","Upper Primary","co-ed","sondekoppa","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Nelamangala Post, Dasanpura Hobli, Bangalore North 1, Hullegowdanahalli","Behind Hullegowdanahalli Bus Stop","245 H","POINT(77.40548 13.06146)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32151","GKHPS GANGONDANAHALLI (CHIKKABIDARAKALLU)","ed","kannada","Upper Primary","co-ed","chikkabidarakallu","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Lakshmipura Post, Dasanapura Hobli, N-1, Gangondanahalli","Opposite Gangondanahalli Bus Stop","263 D, 263 B, 263 F","POINT(77.47 13.02)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32155","GKLPS GANGONDANAHALLI COLONY","ed","kannada","Lower Primary","co-ed","chikkabidarakallu","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Lakshmipura Post, Dasanapura Hobli, N-1, Gangondanahalli Colony","Near Gangondanahalli Colony Bus Stop","263 G, 263 B","POINT(77.47 13.03)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33297","GKLPS KAMMASANDRA (MADANAYAKANAHALLI)","ed","kannada","Lower Primary","co-ed","madanayakanahalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Laxmipura Post, Dasanpura Hobli, Kammasandra","Behind Kammasandra Bus Stop","263 K","POINT(77.43905 13.03016)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32564","GKLPS KAMALANAGARA SLUM","ed","kannada","Lower Primary","co-ed","kurubarahalli","north-1","bangalore u north","primary","Mahalakshmi Layout","Bangalore North","560079","#518, 4th Main Road, 4th Cross, Basaveshwara Nagar Post, Bangalore, Kamalanagar Slum","Near Ashwath Katte","96 C, 96 D, 96 G","POINT(77.532 12.99611)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33298","GKLPS KOLLIGANAHALLI","ed","kannada","Lower Primary","co-ed","madanayakanahalli","north-1","bangalore u north","primary","Yelahanka","Chikkballapur","562130","Laxmipura Post, Dasanpura Hobli, Koliganahalli","Near Kammasandra Cross Bus Stop","263","POINT(77.45641 13.03111)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32568","GUHPS KURUBARAHALLI","ed","urdu","Upper Primary","co-ed","kurubarahalli","north-1","bangalore u north","primary","Mahalakshmi Layout","Bangalore North","560079","3rd B Cross, Karnataka Layout, Kurubarahalli","Compound Inside Masjid & Near Kurubarahalli Bus Stop","","POINT(77.53362 12.99958)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32274","GKMPS HEGGANAHALLI","ed","kannada","Model Primary","co-ed","heggnahalli","north-1","bangalore u north","primary","Yeshvanthapura","Bangalore North","560091","Hegganahalli Main Road,Vishwaneedam Post,Yeshwanthpura Hobli,Bangalore, Hegganahalli","Infront Hegganahalli Bus Stop","","POINT(77.50417 13.00399)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33292","GKHPS SRIKANTAPURA","ed","kannada","Upper Primary","co-ed","madanayakanahalli","north-1","bangalore u north","primary","Yeshvanthapura","Bangalore North","560073",", bangalore","opposite oxford public school","","POINT(77.4805855751038 13.0531625182782)","Govinde Gowda B","080-23311519","9448999496","beo1-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
